Sl_no,Label_ROI,A_ID,parent_folder,Location_Num,latitude,longitude,Samplng_location,Date,year,Sex,Dorsal_pat,SVL_mm,Mass_g,lumMean,lumSD,area,maxPower,maxFreq,propPower,sumPower,meanPower,powerSD,VR,VG,VB,UVB,UVR
246,DB50236_d1,DB50236,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,63.69,4.12,14.27804433,5.316283706,16053,0.906112199,3.999999987,0.134486554,6.737567207,0.481254801,0.29885253,14.27804433,13.17292667,11.93776674,9.408989315,8.747372868
247,DB50237_d1,DB50237,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,67.79,4.87,13.37135376,4.166989585,18619,0.645856231,3.999999987,0.139738849,4.621880288,0.330134306,0.220679482,13.37135376,12.55279342,11.45296462,9.550638794,8.961196269
248,DB50238_d1,DB50238,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,42.93,1.14,13.83914907,5.229005033,6592,0.936172917,2.82842712,0.153180521,6.111566326,0.436540452,0.337139945,13.83914907,13.0805179,12.36255342,9.640594864,9.153861068
249,DB50239_d1,DB50239,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,c,42.4,1.32,17.31672619,6.602230993,7250,1.318513725,2.82842712,0.158209615,8.333967105,0.595283365,0.464378827,17.31672619,15.85803707,14.52914417,10.82419948,10.00701149
250,DB50240_d1,DB50240,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,63.98,4.26,11.89633171,4.038985115,16166,0.725116335,3.999999987,0.146019165,4.965898379,0.354707027,0.252046187,11.89633171,10.83946229,10.45441281,9.011850127,8.388164258
251,DB50241_d1,DB50241,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,d,43.22,1.58,14.69990323,5.180090711,6304,0.844605381,2.82842712,0.129425106,6.525823383,0.466130242,0.314404374,14.69990323,12.95828407,12.24555803,9.437624321,9.005359343
252,DB50242_d1,DB50242,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,d,45.36,1.89,13.68054514,5.184333167,7620,0.923750051,3.999999987,0.142659076,6.475228037,0.462516288,0.315484798,13.68054514,13.23502853,12.33750241,9.458628864,8.76452044
253,DB50243_d1,DB50243,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,63.94,4.5,18.52866814,7.802835755,15720,1.472213087,3.999999987,0.168992623,8.711700322,0.622264309,0.515882626,18.52866814,17.46810564,15.45495089,10.34415011,9.747742238
254,DB50244_d1,DB50244,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,40.86,1.23,15.83234454,5.183929796,5749,0.893554281,2.82842712,0.148633908,6.011779505,0.429412822,0.322056302,15.83234454,14.91647715,13.87255358,9.687419552,9.161665961
255,DB50245_d1,DB50245,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,a,48.68,2.2,15.69096738,4.378753654,8569,0.766167467,2.82842712,0.169932335,4.508662033,0.322047288,0.256862401,15.69096738,13.96358078,12.7963522,10.0306997,9.288158641
256,DB50246_d1,DB50246,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,c,45.08,1.51,14.65181818,5.039626055,7345,0.899978645,2.82842712,0.176367755,5.102852543,0.364489467,0.302541613,14.65181818,13.56559509,12.38977834,9.295668631,8.72465344
257,DB50247_d1,DB50247,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,59.16,3.61,13.98388809,5.122077643,14317,0.920182414,3.999999987,0.145818802,6.310451059,0.450746504,0.316223591,13.98388809,12.66292584,11.60996585,8.79073351,8.300650687
258,DB50248_d1,DB50248,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,c,61.18,2.92,12.24170915,4.424780563,12678,0.858171041,2.82842712,0.144843086,5.924832628,0.423202331,0.288015088,12.24170915,11.57135476,10.95008085,8.30231845,7.947799018
259,DB50249_d1,DB50249,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,a,63.44,4.48,12.48807528,3.682374501,15887,0.653473879,2.82842712,0.16979025,3.848712626,0.274908045,0.215781334,12.48807528,12.06798678,10.87730333,7.506781732,6.985999269
260,DB50250_d1,DB50250,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,a,65.3,6.16,12.27332569,4.970915014,17352,0.956050992,3.999999987,0.188455319,5.07309106,0.362363647,0.343754135,12.27332569,11.70069431,10.49857814,7.693475889,7.195143034
261,DB50251_d1,DB50251,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,d,67.39,5.45,10.61111462,4.599189756,18700,0.778271475,3.999999987,0.150029094,5.187470352,0.370533597,0.262937598,10.61111462,9.806375304,8.89192835,7.025809942,6.541690535
262,DB50252_d1,DB50252,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,F,d,57.92,3.33,13.61609566,5.327342818,12589,1.003406722,3.999999987,0.143359368,6.999240679,0.499945763,0.335147485,13.61609566,12.33754585,11.01228146,7.493360526,7.013185941
263,DB50253_d1,DB50253,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,a,59.75,4.73,15.04712714,5.361945359,13779,1.046560341,3.999999987,0.173865995,6.019350365,0.429953598,0.373071522,15.04712714,14.01237697,12.67359395,9.09149484,8.321493114
264,DB50254_d1,DB50254,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,c,59.7,4.02,11.63169227,4.315776275,15700,0.710994443,2.82842712,0.159994753,4.443861001,0.317418643,0.241118149,11.63169227,10.50378973,9.325388021,7.389931753,6.857219456
265,DB50255_d1,DB50255,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,a,67.43,5.7,10.90726992,3.958191545,16610,0.707364035,3.999999987,0.145891834,4.848551239,0.346325088,0.231744621,10.90726992,10.14390589,8.897730322,5.781597079,5.466525928
266,DB50256_d1,DB50256,sec_2,12,40.31895532,-7.573323274,Miradouro dos Piornos,17062022,2022,M,d,63.56,4.55,11.66214561,4.586683611,14754,0.808005423,3.999999987,0.144503743,5.591588179,0.399399156,0.256910924,11.66214561,10.5157795,9.339525252,6.652111413,6.228803049
267,DB50257_d1,DB50257,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,d,49.53,1.69,15.65712138,4.933235599,8733,0.84226263,2.82842712,0.126725035,6.646379126,0.474741366,0.270507207,15.65712138,13.24445789,12.21709599,9.827623601,8.715868162
268,DB50258_d1,DB50258,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,46.56,2.15,12.42987557,3.681046416,7707,0.601419217,2.82842712,0.14343868,4.192866361,0.299490454,0.177000439,12.42987557,11.63106326,10.42230872,7.676650349,7.151408598
269,DB50259_d1,DB50259,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,52.04,2.51,10.70824162,4.851711705,9905,0.721651846,2.82842712,0.131184306,5.501053216,0.392932373,0.230234377,10.70824162,9.976626206,9.266907081,7.72128105,7.321001413
270,DB50260_d1,DB50260,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,51.81,2.8,10.75168855,4.220054076,11565,0.6212811,2.82842712,0.1286269,4.83010241,0.345007315,0.186562934,10.75168855,9.773897781,8.967025337,29.93713771,28.71235908
271,DB50261_d1,DB50261,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,d,49.34,1.95,12.9382303,5.003799535,8295,0.824987823,2.82842712,0.127713298,6.459686162,0.461406154,0.27193598,12.9382303,11.10098305,9.759473352,6.816117373,6.445839533
272,DB50262_d1,DB50262,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,d,42.54,3.71,13.43943262,5.272200494,13839,0.901011942,3.999999987,0.148240592,6.078037941,0.434145567,0.28841546,13.43943262,11.99366243,10.78911445,7.703043098,7.307306079
273,DB50263_d1,DB50263,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,42.36,2.27,13.77408083,4.66845969,11264,0.754710998,3.999999987,0.129776268,5.815477724,0.415391266,0.212170014,13.77408083,12.68708713,11.66953424,8.164794306,7.66565264
274,DB50264_d1,DB50264,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,48.75,2.04,14.78711666,4.064375383,8834,0.711967495,2.82842712,0.131689706,5.406402045,0.386171575,0.194828356,14.78711666,12.80730799,11.23106113,7.77858488,7.312945847
275,DB50265_d1,DB50265,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,d,45.01,1.55,12.73440028,5.340265842,7520,0.928772631,2.82842712,0.132276425,7.021452462,0.501532319,0.28061985,12.73440028,11.29645102,10.16596965,7.019874503,6.639028787
276,DB50266_d1,DB50266,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,29.78,1.43,12.65467713,4.147261694,7372,0.652743833,2.82842712,0.140194464,4.655988641,0.332570617,0.197549978,12.65467713,11.43851482,10.37695764,7.615390187,7.110501647
277,DB50267_d1,DB50267,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,59.5,3.93,11.5696969,4.125955811,14058,0.69774982,2.82842712,0.129366441,5.393592147,0.385256582,0.202017541,11.5696969,10.17530145,9.211334919,6.946986488,6.498684328
278,DB50268_d1,DB50268,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,b,54.04,2.78,12.8171149,3.956717815,12572,0.654431272,5.656854221,0.127561634,5.130314262,0.366451019,0.198789757,12.8171149,11.24211737,10.18497002,7.510034816,6.961844694
279,DB50269_d1,DB50269,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,b,57.01,2.61,12.63827626,4.933513846,11228,0.8077978,3.999999987,0.131108764,6.161279959,0.440091426,0.229498347,12.63827626,11.25493956,9.967339868,7.240179878,6.788826525
280,DB50270_d1,DB50270,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,59.17,4.15,12.10792952,3.944586097,14703,0.76056296,2.82842712,0.146900584,5.177399158,0.369814226,0.233456934,12.10792952,11.0753975,9.906774241,7.221328898,6.710702949
281,DB50271_d1,DB50271,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,59.03,3.79,11.87365148,4.204765957,13384,0.764599482,2.82842712,0.149123834,5.127278875,0.366234205,0.245298693,11.87365148,10.47699803,9.409115607,6.745887065,6.352784814
282,DB50272_d1,DB50272,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,56.14,3.38,13.29165788,4.730377052,10957,0.680493985,2.82842712,0.130062428,5.232056604,0.373718329,0.208362123,13.29165788,11.90961526,10.3610603,6.943120493,6.500134197
283,DB50273_d1,DB50273,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,52.62,3.11,13.54184751,5.785557248,10654,1.012575772,3.999999987,0.14780836,6.850598805,0.489328486,0.331198474,13.54184751,12.91554875,11.17490637,7.485610361,7.006254549
284,DB50274_d1,DB50274,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,F,b,47.41,1.54,12.99020849,4.144622904,8161,0.660856176,2.82842712,0.140813756,4.693122296,0.335223021,0.217885504,12.99020849,12.10757669,10.84939355,7.535054716,7.048012527
285,DB50275_d1,DB50275,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,59.18,4.49,11.80761701,4.305972902,14060,0.679488933,3.999999987,0.119275601,5.6967974,0.4069141,0.189437696,11.80761701,11.24894107,9.876374851,6.617896537,6.17614539
286,DB50276_d1,DB50276,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,c,31.91,2.62,14.31373241,5.577415041,9695,0.962233761,2.82842712,0.15484188,6.21429912,0.443878509,0.289436387,14.31373241,13.24655014,11.25997929,7.608042744,7.130475521
287,DB50277_d1,DB50277,sec_2,13,40.34955322,-7.093634075,Sabugal,27062022,2022,M,d,54.25,3.2,11.37707284,3.369086307,11676,0.563618963,2.82842712,0.163746437,3.442022766,0.245858769,0.190664378,11.37707284,10.29833161,9.402478178,6.623471672,6.285859733
